id,source,title,author,year,price,outcome,ch_row,decided_by,reason
ccf9ffd9d91d,manual,The Agaricales,David L. Largent,1985,,INSERTED (missing from CH),,refuted_missing,"CH's only Agaricales row is r4644 '...1 Amanitaceae' (Thiers); the two Largent rows CH does hold are r2666 'Entolomatoid Fungi of the Western United States and Alaska' and r2667 'How to Identify Mushrooms to Genus I', both different works."
1058b51ee1bb,manual,Synopsis of the Section Apus of the Genus Polyporus,C. G. Lloyd,1915,,already in CH,2832,refuted_inch,"r2832 'Synopsis of the Section Apus of the Genus Polyporus / Lloyd, C.G. / 1915 / Lloyd Library' — highly distinctive title, same author and year."
fdb8d9e49124,manual,Second Annual International Symposium on Medicinal Mushrooms,,2000,,INSERTED (missing from CH),,refuted_missing,"Greps for 'symposium' (8 rows, all unrelated — e.g. r165 'Proceedings of the 4th International Ginseng Symposium'), 'medicinal mushroom' (only r2145 Hobbs and r4415 Stamets) and 'mycology research' returned nothing matching."
e6b7dde8d7e3,manual,Some Common Mosses of British Columbia,W. B. Schofield,1969,,already in CH,4154,adjudicated,"CH r4154 ""Some Mosses of British Columbia / Schofield, W. B. / 1969 / British Col.Prov.Museum"" is the same work with ""Common"" dropped — same author, year and museum publisher."
79c1d4f540ba,manual,Mycomedicinals,Paul Stamets; C. Dusty Wu Yao,2002,,already in CH,4415,refuted_missing,"CH r4415 'Mycomedicinals: An Informational Booklet on Medicinal Mushrooms' (Stamets, P., 1998, Fungi Perfecti, Olympia, WA) is the same work, an earlier edition with the subtitle worded 'Booklet on Medicinal Mushrooms' rather than 'Treatise on Mushrooms'."
247bb6944ce5,manual,Development of the Carpophores of Certain Boletaceae,R. P. Elrod; Walter H. Snell,1940,,INSERTED (missing from CH),,refuted_missing,"Greps for 'snell', 'carpophor', 'elrod' and 'mycologia' all returned no rows; the only 'snell' hit is r2273 publisher 'The Snelling Printing Works'. CH holds no Snell offprints at all."
0114708d777c,manual,Samuel Chester Damon II,Walter H. Snell,1953,,INSERTED (missing from CH),,refuted_missing,Greps for 'damon' and 'snell' returned nothing (only r2273 'The Snelling Printing Works' as a publisher); no biographical/memorial row of this kind exists in CH.
b476103e8fe2,manual,Development of the Carpophores of Certain Boletaceae,R P Elrod; Walter H Snell,1940,,excluded: duplicate of another B record,,refuted_missing,
2af88a029c8c,manual,The Genera of the Boletaceae,Walter H. Snell,1941,,INSERTED (missing from CH),,adjudicated,"""Snell"" matches only r2273 ""The Snelling Printing Works"" (a publisher) and ""Mycologia"" returns nothing; CH's bolete holdings are other works (r490/r491 Blum ""Les Bolets"", r649/r1875 ""Nova Scotian Boletes"", r928 Coker ""The Boleti of North Carolina"", r3259 Moser)."
eec7ab30f8c2,manual,Notes on Boletes. IV,Walter H. Snell,1936,,INSERTED (missing from CH),,adjudicated,"Grepping ""bolet"" returns only r490/r491 Les Bolets, r649/r1875 Nova Scotian Boletes, r928 The Boleti of North Carolina and r3259 Keys to Agarics and Boleti — no Snell ""Notes on Boletes"" series anywhere, and ""Snell"" matches only r2273's Snelling Printing Works."
765ab8052818,manual,Notes on Boletes,Walter H. Snell,1936,,INSERTED (missing from CH),,adjudicated,"Same searches: no CH row contains ""Notes on Bol""; the nearest ""Notes on"" rows are r4482 Notes on Pomo Ethnogeography and r4933 Notes on Pharmacognosy, unrelated works."
c692d733d27e,manual,Notes on Boletes,Walter H. Snell; Rolf Singer; Esther A. Dick,1959,,INSERTED (missing from CH),,adjudicated,"No Snell/Singer/Dick bolete papers in CH — the complete ""bolet"" hit list (r490, r491, r649, r928, r1875, r3259, r3612) contains no part of this numbered series."
111c29e871c7,manual,Notes on Boletes,Walter H. Snell; Esther A. Dick,1941,,INSERTED (missing from CH),,adjudicated,Absent for the same reason as the other Notes on Boletes parts; CH's only Snell-adjacent bolete titles are Nova Scotian Boletes (Grund/Brund) and The Boleti of North Carolina (Coker).
d4db2f3ac1b1,manual,New or Rare British Fungi,Carleton Rea,1917,,INSERTED (missing from CH),,refuted_missing,"Greps for 'new or rare', '\tRea[,.]', 'rea, c' and 'basidiomyc' found no Carleton Rea row; CH's British-fungi rows are all other authors (r973/r978 Cooke, r2039 Hay, r3822 Ramsbottom, r4914 Wakefield, r4352 W.G. Smith 'Synopsis of the British Basidiomycetes')."
d14f5f294aaa,manual,New Proposals Relating to the Genera of the Boletaceae,Walter H. Snell,1942,,INSERTED (missing from CH),,refuted_missing,"Greps for 'snell', 'new proposals', 'bolet' and 'mycologia' returned no match; the bolete rows in CH (r490, r649, r928, r1875, r3259) are all different monographs by other authors."
22830efebd6e,manual,Recherches sur les ornementations sporales et la sporogenèse chez quelques espèces des genres Boletellus et Strobilomyces,Jacqueline Perreau-Bertrand,1961,,already in CH,3612,refuted_inch,"r3612 'Recherches sur les Ornementations sporales et la Sporogenese Chez Quelques Especes des Genres Boletellus et Strobilomyces / Perreau-Bertrand, J. / 1961' — same author and year, accents stripped."
c51b95c17936,manual,The Fungi of Epping Forest,A. A. Pearson,1938,,already in CH,3578,adjudicated,"r3578 ""List of The Fungi of Epping Forest	Pearson, A.A.	1938	The Essex Field Club		Stratford"" matches author, year, publisher and city exactly — only a leading ""List of"" differs."
9a257e2d0df6,manual,New Species of Boleti from Cades Cove in the Great Smokies,Walter H. Snell; Alexander H. Smith; L. R. Hesler,1940,,INSERTED (missing from CH),,refuted_missing,"Greps for 'cades cove', 'new species of', 'snell', 'hesler' and 'bolet' returned no matching row; CH has no Snell/Smith/Hesler offprints."
a927d46d2275,manual,Mushrooms of Eastern Canada and the United States,René Pomerleau; H. A. C. Jackson,1951,,already in CH,3702,refuted_inch,"r3702 'Mushrooms of Eastern Canada and the United States / Pomerleau, Rene / 1951 / Les Editions Chantecler' matches author, year and publisher."
3d7dc7e497c9,manual,Tentative Keys to the Boletaceae,Albert W. Slipp; Walter H. Snell,1944,,INSERTED (missing from CH),,refuted_missing,"Greps for 'kaniksu', 'tentative keys', 'slipp' and 'snell' all returned no matches."
5e15db24f60c,manual,Development of the Carpophore of Boletinus paluster,Arthur C. Gentile; Walter H. Snell,1953,,INSERTED (missing from CH),,refuted_missing,"Greps for 'carpophor', 'gentile', 'snell' and 'bolet' returned no matching row (bolete hits are r490/r649/r928/r1875/r3259, all unrelated books)."
1f136870e779,manual,The Genera of the Boletaceae,Walter H. Snell,1941,,excluded: duplicate of another B record,,adjudicated,
f869ce51a545,manual,Notes on the Pileate Hydnums,Walter H. Snell,1945,,INSERTED (missing from CH),,refuted_missing,"Grep for 'hydnum' returned only r930 'The Stipitate Hydnums of the Eastern United States' (Coker & Beers, 1970) — a different work by different authors; 'snell' returned nothing."
f8db3a4d4a4a,manual,Notes on Boletes,Esther A. Dick; Walter H. Snell,1965,,INSERTED (missing from CH),,adjudicated,"No ""Notes on Boletes"" row exists; searches on ""bolet"", ""Snell"", ""Mycologia"" and ""Notes on Bol"" all fail to produce this Dick & Snell paper."
b3283038c697,manual,The Taxonomic Position of Poly-Poroletus Sublividus,Rolf Singer; Walter H. Snell; W. Lawrence White,1945,,INSERTED (missing from CH),,refuted_missing,"Greps for 'poroletus', 'taxonomic' (only r1069 Cacao revision), 'snell' and 'singer' produced no matching row."
4fdbe240ba13,manual,The Phalloideae of the United States,Edward A. Burt,1897,,INSERTED (missing from CH),,refuted_missing,Greps for 'phalloid' and 'burt' returned nothing relevant — the only 'burt' hits are r470 publisher 'Burt Franklin' and r700 author 'Burtt-Davy'.
f5b5f47e18e4,manual,Journal of the New England Botanical Club,E. A. Burt,1899,,INSERTED (missing from CH),,refuted_missing,"Greps for 'new england botanical', 'rhodora' and 'burt' returned no match; CH's only New England row is r5233 'Common Poisonous Plants of New England' (Youngken & Karas)."
643d9132559c,manual,Pistillaria (subg. Pistillina) Thaxteri,Edward Angus Burt,1916,,INSERTED (missing from CH),,refuted_missing,"Greps for 'pistillaria', 'thaxter' and 'burt' returned no rows; CH holds no Edward Angus Burt offprints."
872c8786d575,manual,Notes on the Pileate Hydnums,Walter H. Snell; Esther A. Dick,1938,,INSERTED (missing from CH),,refuted_missing,"Greps for 'hydnum' (only r930 Coker & Beers 'The Stipitate Hydnums of the Eastern United States'), 'lloydia', 'snell' and '\tDick' (only r1237/r1238 Dick, W.B. 'Encyclopedia of Practical Receipts') found nothing."
a253114fed68,manual,Taxonomic-Ecologic Studies of the Boletaceae,Albert W. Slipp; Walter H. Snell,1944,,INSERTED (missing from CH),,refuted_missing,"Greps for 'slipp', 'snell', 'taxonomic' and 'bolet' returned no match; CH's bolete rows are r490 'Les Bolets', r649/r1875 'Nova Scotian Boletes', r928 'The Boleti of North Carolina', r3259 'Keys to Agarics and Boleti'."
1de8b36bfef1,manual,Annals of the Missouri Botanical Garden,Edward Angus Burt,1922,,INSERTED (missing from CH),,refuted_inch,"Accepted row r3184 is 'Annals of the Misouri Botanical Garden / Missouri Botanical Garden / 1955' — a 1955 volume of the serial, whereas B holds volume 9 (1922, Burt); different volumes of a periodical run are different items and CH shows no 1922/vol-9 Annals row."
616c44c3ca60,manual,Ganoderma,,1994,,INSERTED (missing from CH),,refuted_missing,"Greps for 'ganoderma', 'phytopathol' and 'symposium' found nothing; CH's Ganoderma-adjacent rows are r2412 'Reishi' (Jones), r3008 'The Mysterious Reishi Mushroom' (Matsumoto) and r5080 'Reishi Mushroom Herb of Spiritual Potency' (Willard) — all popular monographs, not this congress proceedings."
3ac546564432,manual,The Joy Fun Painting Books,,,,INSERTED (missing from CH),,refuted_missing,"Greps for 'joy fun', 'painting book', '\bjoy\b' and publisher 'warne' returned no match; the Frederick Warne rows in CH are r1606/r3319 'Toadstool Town', r2375 'Observers Book of Mosses', r2508 'The Observers Book of Lichens', r3735, r3965/r3966 'Mushroom Culture'."
f4b8cd393dbf,manual,"Mushrooms of America, Edible and Poisonous",Julius A. Palmer,1865,$100,already in CH,3521,refuted_inch,"r3521 'Mushrooms of America Edible and Poisonous / Palmer, J.A., ed. / 1885 / L. Prang & Co. / Boston' — same author, publisher and city; B's 1865 date is almost certainly a data error for the same Prang chromolithograph work."
cbadc523afee,manual,"Mushrooms of America, Edible and Poisonous",Julius A. Palmer,1866,$100,excluded: duplicate of another B record,3521,refuted_inch,
db7cfa6d6feb,manual,Managing Forest Ecosystems to Conserve Fungus Diversity and Sustain Wild Mushroom Harvests,David Pilz; Randy Molina,1996,,INSERTED (missing from CH),,refuted_missing,"Greps for 'conserve fungus', 'fungus diversity', 'mushroom harvest', 'forest ecosystem', 'pilz, d' and 'molina' found only r3205 'Biology Ecology and Social Aspects of Wild Edible Mushrooms in the Forests of the Pacific Northwest' (Molina, 1993) — a different USDA report."
096e6b5d5c98,manual,Ecology and Management of Commercially Harvested Chanterelle Mushrooms,David Pilz; Lorelei Norvell; Eric Danell; Randy Molina,2003,,INSERTED (missing from CH),,refuted_missing,"Greps for 'chanterelle', 'commercially harvest', 'norvell' and 'pilz' found only r3156 'Chanterelle a Rocky Mountain Mushroom Book' (Miller & Nelson, 1986) — a different book by different authors."
3c7dae165177,manual,American Herbal Pharmacopoeia,Roy Upton,2000,,INSERTED (missing from CH),,adjudicated,"""Herbal Pharmacopoeia"" matches only r599 British Herbal Pharmacopoeia; CH's Reishi rows are r2412 Reishi (Jones), r3008 The Mysterious Reishi Mushroom (Matsumoto) and r5080 Reishi Mushroom (Willard) — no Upton/AHP monograph."
e93698e62fc6,manual,Medicinal Mushrooms of the Prairies,Robert Dale Rogers,2004,,INSERTED (missing from CH),,adjudicated,"CH's only ""Medicinal Mushrooms"" is r2145 by Hobbs, C. (Botanica Press 1986) — a different author and work; searches on ""Prairies"", ""Boreal"" and ""Rogers, R"" return nothing by Robert Rogers."
fe30275cdb3e,manual,Non-Wood Forest Products,Eric Boa,2004,,INSERTED (missing from CH),,refuted_missing,"Greps for 'non-wood', 'global overview', 'boa, e', 'wild edible' and 'food and agriculture' returned FAO rows r259 'Minor Oil Crops', r1567 'Some Medicinal Forest Plants of Africa and Latin America' and r3230 'Selected Medicinal Plants' — none is this title."
056d9a65bee8,manual,Antitumor and immunomodulatory activities of medicinal mushroom polysaccharides and polysaccharide-protein complexes in animals and humans,Solomon P. Wasser; Maryna Ya. Didukh; Eviatar Nevo,2005,,INSERTED (missing from CH),,refuted_missing,"Greps for 'wasser', 'antitumor', 'polysaccharide' and 'immunomodul' matched only r4902 'Immunomodulatory Agents from Plants' (Wagner, H., 1999) — a different book; CH holds no Wasser items."
6b2aa4dd3ff8,manual,One Thousand American Fungi,Charles McIlvaine; Robert K. MacAdam,1973,,already in CH,3059,refuted_inch,"r3059 'One Thousand American Fungi / McIlvaine, C. and R.K. MacAdam / 1973 / Something Else Press / Facsimile of 1902 revised edition' matches B's authors, year and publisher exactly (the accepted r3058 Dover row is the same work too)."
ba701b143d34,manual,The Biology and Cultivation of Edible Mushrooms,S. T. Chang; W. A. Hayes,1978,,INSERTED (missing from CH),,adjudicated,"The nearest rows are r1548 The Biology and Technology of the Cultivated Mushroom (Flegg) and r784 Mushroom Biology and Mushroom Products (Chang, 1993) — different works; no Chang & Hayes 1978 title appears in the full ""Edible"" listing."
9872112061b6,manual,Lichens of California,Mason E. Hale; Mariette Cole,1988,,already in CH,1933,refuted_inch,"r1933 'Lichens of California / Hale, M.E. and M.Cole / 1988 / University of California Press' matches both authors, year and publisher."
de62c6d313fc,manual,Macrolichens of the Pacific Northwest,Bruce McCune; Linda Geiser,1997,,INSERTED (missing from CH),,refuted_missing,"Greps for 'macrolichen', 'mccune', 'geiser', 'lichens of' and 'oregon state university press' found only r618 'The Lichens of Long Island New York', r1533 'Lichens of Minnesota', r1933 'Lichens of California' and r2951 'Flora of Steens Mountain' — none is this title."
58fc963747a0,manual,How to Know the Lichens,Mason E. Hale,1979,,already in CH,1932,refuted_inch,"r1932 'How to Know the Lichens / Hale, M.E. / 1979 / Wm. C. Brown Co. / 2' matches author, year, publisher and 2nd edition."
c7cea6b09e06,manual,In vitro Anticancer Activity of Twelve Chinese Medicinal Herbs,Mark Shoemaker; Bobbi Hamilton; Schanaz H. Dairkee; Isaac Cohen; Michael J. Campbell,2005,,INSERTED (missing from CH),,refuted_missing,"Greps for 'in vitro', 'anticancer', 'twelve chinese' and 'shoemaker' matched only r780 'Anticancer Medicinal Herbs' (Chang Minyi), r2785 'Anticancer Chinese Drugs' (Lien & Li) and Shoemaker, J.V.'s materia medica volumes r4254/r4255 — all different works."
66aaebcc99be,manual,Bilder ur Nordens flora,C. A. M. Lindman,1905,,INSERTED (missing from CH),,refuted_missing,"Greps for 'lindman', 'nordens', 'bilder' (only r2168 'Carl Hoffmanns Botanischer Bilder-Atlas'), 'norden', 'svensk', 'swedish', 'scandinav' and 'wahlstr' produced no Lindman row — CH's Swedish rows are r1917 (Hagelin), r4537 'Farmakopen' and r4908/r4909 (Wahlstrom, 'Adaptogens')."
e558499e6814,manual,Bilder ur Nordens flora,C. A. M. Lindman,1905,,INSERTED (missing from CH),,refuted_missing,"Same searches as vol. 3 — 'lindman', 'nordens', 'bilder', 'svensk', 'stockholm', 'wahlstr' all empty of any Lindman flora; nearest hits are r2168 'Carl Hoffmanns Botanischer Bilder-Atlas' and r4537 'Farmakopen'."
da28a091aec7,manual,Bilder ur Nordens flora,Carl Axel Magnus Lindman,,,excluded: duplicate of another B record,,refuted_missing,
18edc64f4392,manual,Bilder ur Nordens flora,C. A. M. Lindman,1905,,excluded: duplicate of another B record,,refuted_missing,
d816a1318551,manual,The Families of Plants,,1787,£30,already in CH,3860,adjudicated,"r3860 ""The Family of Plants Vol1	Reichard	1787	Dr. Reichard"" is the same 1787 Lichfield translation from Reichard's Linnaeus — identical year and volume, singular/plural title variant only."
6fa844993f7d,manual,A Cabinet of Materia Medica,J. Smyth Rogers,1826,,INSERTED (missing from CH),,refuted_missing,"Greps for 'cabinet', 'smyth rogers', 'rogers' (zero hits anywhere in CH) and publisher 'swords' all came back empty."
50f79f2af7f2,manual,A Greene Forest,John Maplet,1930,£50,INSERTED (missing from CH),,adjudicated,"Searches on ""Greene"", ""Green Forest"", ""Maplet"", ""Naturall Historie"" and ""Hesperides"" return only r1834 Greene, E.L. Landmarks of Botanical History and r4568 GreenEarth Publishing — Maplet's work is absent."
442bdc4e5a20,manual,The Language of Flowers,Anne Pratt; Thomas Miller,,,already in CH,3736,refuted_inch,"The accepted row r3662 is 'The Language of Flowers / Pickston, M. / 1968 / Michael Joseph, Ltd.' — a DIFFERENT author's book — but CH holds B's Pratt volume at r3736 'LanguageAssociationsPopular Tales of Flowers / Pratt, A. / Simpkin,Marshall etc.', a garbled run-together of B's title and subtitle with the same Simpkin Marshall imprint."
cd9a9c09d2a1,manual,Bilder ur Nordens flora,Carl Axel Magnus Lindman,,,INSERTED (missing from CH),,refuted_missing,"Greps for 'lindman', 'nordens', 'bilder', 'svensk/swedish/scandinav/nordic' and 'wahlstr' found no matching row; only r2168 'Carl Hoffmanns Botanischer Bilder-Atlas' shares the word 'Bilder'."
dafd5c48c93f,manual,Experimental Researches Concerning the Philosophy of Permanent Colours,Edward Bancroft,1813,,INSERTED (missing from CH),,refuted_missing,"Greps for 'bancroft' (only publisher 'A.L. Bancroft' at r799 and r3834), 'permanent colours/colors', 'calico' and 'dyeing|dyes' found no Edward Bancroft title — CH's dye books are r5 Rawson, r2566 Knecht, r2599 Kramer, r2612 Krochmal, r4144 Schetky."
edcb286c79bf,manual,Flora Rustica,Thomas Martyn,1792,£500,INSERTED (missing from CH),,refuted_missing,"Searched ""Flora Rustica"", ""Rustica"", ""Nodder"", ""Husbandry"", ""Accurate Figures"" and ""Martyn"" — the only Thomas Martyn row is r2989 ""Linnaeuss System of Vegetables: 38 plates"" (1788, B. White & Son), a different work; ""Rustica"" only returns r213 ""Medicina Rustica"" (Araujo)."
9af53ede6ea0,manual,History of Cultivated Vegetables,Henry Phillips,1822,,already in CH,3654,refuted_inch,"r3654 'History of Cultivated Vegetables / Phillips, H. / 1822 / Henry Colburn and Co.' matches author, year and publisher; CH's two rows (r3654, r3655) carry no volume numbers, so it does not list volumes separately."
d9e191693949,manual,History of Cultivated Vegetables,Henry Phillips,1822,,already in CH,3654,refuted_inch,"Same as B's vol 1: r3654/r3655 'History of Cultivated Vegetables / Phillips, H. / 1822 / Henry Colburn and Co.' record the work without volume numbers, so volume 2 falls under the same CH entry."
328ee890afe4,manual,New England Families and Family Physician,,,,already in CH,3899,adjudicated,"r3899 ""The New-England Farrier and Family Physician	Richardson, J.	1828	Josiah Richardson"" (dup at r3900) is almost certainly the same book with B's ""Farrier"" mistranscribed as ""Families""; B's record carries no author or year to contradict it."
7bbd1c68a33d,manual,The Leech of Salerne,,,,already in CH,1571,adjudicated,"r1571 ""The Leech of Salerne x000D Experiments of Cophon	Fordyn, P."" carries the same highly distinctive title; the CH row simply appends the companion text and names a different imprint of the same Flemish edition."
5336fa7ad861,manual,Chewa Medical Botany,Brian Morris,1996,,excluded: duplicate of another B record,,refuted_missing,
e22fd8ca6a36,manual,Species Plantarum,Carolus Ludovicus Willdenow,1799,,already in CH,2812,adjudicated,"r2812 ""Species Plantarum 4 Vols incomplete	Linnaeus, C.	1797	Berolini	Quatro	Berlin"" (with r2818 ""Species Plantarum 6 vols	...	1797	4th"") is the Willdenow Berlin 4th edition set, of which B's 1799 vol. 2 is a constituent volume."
40469030c66f,manual,Systema Plantarum,Carolus Linnaeus,1780,,already in CH,2814,adjudicated,"r2814 ""System Plantarum 3 parts	Linnaeus, C.	1780	Francofvrti ad Moenvm	revised"" is the same Frankfurt 1779–80 Linnaeus edition, listed as a multi-part set rather than by separate volume."
815591a9f0ea,manual,Systema Plantarum,Carolus Linnaeus,1779,,already in CH,2814,adjudicated,"Covered by the same r2814 ""System Plantarum 3 parts	Linnaeus, C.	1780	Francofvrti ad Moenvm"" set entry; CH does not list the volumes separately."
0845197b46c7,manual,Systema Plantarum,Carolus Linnaeus,1779,,already in CH,2814,adjudicated,"Also covered by r2814 ""System Plantarum 3 parts	Linnaeus, C.	1780	Francofvrti ad Moenvm	revised"" — same Frankfurt/Varrentrapp edition, volume 1 of the set."
11182bed20bd,manual,The History of Medicine,Walter Libby,1923,,already in CH,2777,refuted_inch,"The accepted row r1089 is 'The History of Medicine / Cumston, C.G. / 1987 / Dorset Press' — a DIFFERENT author — but CH holds Libby at r2777 'The History of Medicine / Libby, W. / 1923 / Constable & Co. / London', an exact match for B."
1b5f8ddd5718,manual,A Survey of American Medicine,,1937,,already in CH,4176,refuted_inch,"r4176 'A Survey of American Medicine / Schuman's Rare Books & First Editions / 1937 / Schuman's / Detroit' matches issuer, year and city; CH records no volume so B's vol 2 falls under it."
e1468b7d0750,manual,A History of Medicine,Douglas Guthrie,1946,,already in CH,1904,refuted_inch,"r1904 'A History of Medicine / Guthrie, D. / 1946 / J.B. Lippincott Co. / Philadelphia' matches B's author, year, publisher and city exactly — this is the genuine Guthrie match."
5f764a42f3c7,manual,A History of Medicine,Henry E. Sigerist,1951,,already in CH,4271,refuted_inch,"The accepted row r1904 is Guthrie's book, a DIFFERENT author, but CH holds Sigerist's volume 1 at r4271 'A History of Medicine Vol 1 / Sigerist, H.E. / 1951 / Oxford University Press / New York' — an exact match for B."
d34fac33ab09,manual,Epitome of the History of Medicine,Roswell Park,1906,$20,already in CH,3537,refuted_inch,"r3537 'An Epitome of the History of Medicine / Park, R. / 1906 / F.A. Davis Co. / 2nd / Philadelphia' matches B's author, 1906 date, publisher and 2nd edition exactly (accepted r3536 is the 1902 printing of the same work)."
d5bf265a87c0,manual,Pathfinders in Medicine,Victor Robinson,1929,,already in CH,3963,refuted_inch,"r3963 'Pathfinders in Mediicne / Robinson, V. / 1929 / Medical Life Press' — same author, year and publisher; CH's title is a transposition typo."
b0afe448155f,manual,A History of Public Health,George Rosen,1958,,already in CH,4009,refuted_inch,"r4009 'A History of Public Health / Rosen, G. / 1958 / MD Publications / 1st' matches author, year and publisher exactly."
fcfb2e078c94,manual,Flora Rustica,Thomas Martyn,1796,,excluded: duplicate of another B record,,refuted_missing,"Chained on the word 'Flora' alone. 59f4063794c5 is Spratt's 'Flora Medica' (1829, Callow & Wilson, vol 1, GBP 400) - a completely different work from Martyn's 'Flora Rustica' and unrelated to the rest of the cluster; it keeps its own row. Among the three Flora Rustica records, edcb286c79bf is volume 1 and stays. The remaining two, a377d4d2b810 (1792, vol 3, pages 'n.p.') and fcfb2e078c94 (1796, vo"
8c7703fe4b14,manual,Edible and Useful Plants of California,Charlotte Bringle Clarke,1977,,INSERTED (missing from CH),,adjudicated,"The full ""Edible"" listing (52 rows) has no Clarke title; the closest, r4543 ""Common Edible and Useful Plants of the West	Sweet, M."", is a different author and region."
4aae1035ee56,manual,Country Remedies,Gabrielle Hatfield,1994,$30,INSERTED (missing from CH),,adjudicated,"Searches for ""Hatfield"", ""East Anglia"" and ""Country Remed"" return no matches at all; candidate r1781 ""A Country Herbal	Gordon, L."" is an unrelated book."
06480e150137,manual,An Introduction to the History of Medicine,Fielding H. Garrison,1913,,already in CH,1668,refuted_inch,"r1668 'An Introduction to the History of Medicine / Garrison, F.H. / 1929 / W.B. Saunders Co. / 4th' — same author, publisher and 4th edition; a later printing of the same work."
b1d07a0dc25c,manual,History of Medicine,Alexander Wilder,1875,$75,already in CH,5076,refuted_inch,"The accepted row r1321 is Dunglison's 'History of Medicine' (1872, Lindsay and Blakiston) — a DIFFERENT author — but CH holds Wilder at r5076 'History of Medicine / Wilder, A. / 19041899 / Maine Farmer Pub. Co. / Augusta, ME', matching B's author, publisher and city."
02a5497c0e0a,manual,A History of Medicine,Ralph H. Major,1954,,already in CH,2940,refuted_inch,"The accepted row r1904 is Guthrie's book, a DIFFERENT author, but CH holds B's title at r2940 'A History of Medicine v 2 / Major, R.H. / 1954 / Blackwell Scientific Publications / 1st / Oxford, Eng.' — matching author, year, publisher, city and volume 2."
9142ae7ed4db,manual,A History of Medicine,Henry E. Sigerist,1951,,excluded: duplicate of another B record,4273,refuted_inch,
94d36b2ec43a,manual,The Story of Medicine,Arthur L. Murphy,1954,,already in CH,3309,refuted_inch,"The accepted row r2964 is 'The Story of Medicine / Margotta, R. / 1968 / Golden Press' — a DIFFERENT author's book on a generic title — but CH holds Murphy at r3309 'The Story of Medicine / Murphy, A.L. / 1954 / The Ryerson Press / Toronto', an exact match for B."
27342ab07934,manual,A Short History of Medicine,Charles Singer; E. Ashworth Underwood,1962,,already in CH,4290,refuted_inch,"r4290 'A Short History of Medicine / Singer, C. & E.A. Underwood / 1962 / Clarendon Press / 2nd / Oxford' matches both authors, year and 2nd edition (Clarendon is OUP's imprint)."
95bad6027ab8,manual,The History of Medicine in the United States,Francis Randolph Packard,1901,£35,already in CH,3508,refuted_inch,"r3508 'The History of Medicine in the United States / Packard, F.R. / 1901 / J.B. Lippincott / 1st / Philadelphia' matches author, year, publisher and city exactly."
da1d7c4372d6,manual,A History of Medicine,Arturo Castiglioni,1947,$125,already in CH,762,refuted_inch,"The accepted row r1904 is Guthrie's book, a DIFFERENT author, but CH holds Castiglioni at r762 'A History of Medicine / Castiglioni, A. / 1947 / Alfred A. Knopf / 2nd revised / New York' — matching B's author, year, publisher and 2nd revised edition."
347d7287d142,manual,Biographical Cyclopedia of Medical History,Charles Wells Moulton,1905,,already in CH,3266,refuted_inch,"r3266 'A Biographical Cyclopedia of Medical History / Moulton, C.W., ed. / 1905 / The Saalfield Pub. Co. / 1st / New York' matches author, year, publisher and city; only the leading 'A' differs and CH records no volume."
551582666ce4,manual,Poisonous Plants of India,R.N. Chopra; R.L. Badhwar; S. Ghosh,1965,,already in CH,843,refuted_inch,"r843 'Poisonous Plants of India / Chopra, R.N. et al / 1965 / Indian Council of Agricultural Research / 2nd / New Delhi' matches lead author, year, publisher and city; CH records no volume split."
20fcff8e427a,manual,Poisonous Plants of India,R. N. Chopra; R. L. Badhwar; S. Ghosh,1965,,already in CH,843,refuted_inch,"r843 'Poisonous Plants of India / Chopra, R.N. et al / 1965 / Indian Council of Agricultural Research / 2nd' matches author, year, publisher and edition exactly."
ba66573354a0,manual,The People's Medical Adviser,R. V. Pierce,1895,,already in CH,3664,adjudicated,"r3664 ""The Peoples Common Sense Medical Adviser In Plain English: x000D or Medicine Simplified	Pierce, R.V.	1875	World's dispensry Printing	37th	Buffalo"" is the same work and even the same 37th edition and Buffalo imprint."
ac8b898ad649,manual,Hayfever Plants,Roger P. Wodehouse,1971,$18,already in CH,5132,refuted_inch,"r5132 'Hayfever Plants / Wodehouse, R.P. / 1971 / Hafner Publishing Co. / 2nd' is the same author, year, publisher and 2nd revised edition."
ca2513f32b04,manual,A Guide to Homeopathic Practice,I. D. Johnson,1927,$15,already in CH,2393,refuted_inch,"r2393 'A Guide to Homeopathic Practice / Johnson, I.D. / 1927 / Boericke & Tafel' matches author, year and publisher; B only adds the subtitle."
bd86ed1d6c6f,manual,Fortunes in Formulas,Gardner D. Hiscox; T. O'Connor Sloane,1944,$50,already in CH,2132,adjudicated,"r2132 ""Fortunes in Formulas for Home Farm and Workshop	Hiscox, G.D., and T. O. Sloane, ed.	1944	Books, Inc.	1st	New York"" matches title, authors, year, publisher and city exactly."
3d734f4dbf60,manual,Lexicon Medicum; or Medical Dictionary,Robert Hooper; Samuel Akerly,1842,$65,already in CH,2196,refuted_inch,"Same Hooper work; CH even holds this exact printing at r2196 'Lexicon Medicum or Medical Dictionary vol 1 / Hooper, Robert / 1842 / Harper & Brothers' (accepted r2195 is the 1835 4th American ed of the same work)."
ba2bf5cd986d,manual,The Pharmaceutical Recipe Book,,1936,,already in CH,110,refuted_inch,"Accepted r103 is the 1943 3rd ed, but CH also holds this exact edition at r110 'The Pharmaceutical Recipe Book / American Pharmaceutical Assoc. / 1936 / Second' (and again at r2671, Lascoff, 1936, 2nd)."
